,name,ID,ra,dec
1359,NPM1G+32.0091    ,661434753413,02 06 16.4,+32 19 09
1360,SDSS J08088+4638 ,661434878828,08 08 49.2,+46 38 45
1361,SDSS J13564+6437 ,661427473266,13 56 28.7,+64 37 42
1362,G 1307-1608      ,-1,13 09 40.3,-16 24 58
1363,Q 1232+4752      ,661434926451,12 34 33.4,+47 36 23
1364,UGC 12318        ,661426788495,23 02 07.9,+25 40 11
1365,NGC 6159         ,661431383978,16 27 25.2,+42 40 47
1366,SDSS J10037+0042 ,661426106128,10 03 43.4,+00 42 16
1367,UGC 4018         ,661430938474,07 47 02.0,+41 32 10
1368,SDSS J10063+0008 ,-1,10 06 18.3,+00 08 41
1369,Q 1616+4633      ,661434926483,16 17 40.9,+46 26 19
1370,NPM1G+28.0354    ,231929502944,15 43 57.3,+28 31 27
1371,ESO 286-G17      ,352188525834,20 57 49.4,-43 21 05
1372,Q 1515+4750      ,661434710328,15 17 31.2,+47 39 29
1373,CTS H34.06       ,601295933904,06 09 17.4,-56 06 59
1374,Zw 160.193       ,17181246483,13 19 05.9,+31 08 54
1375,NVSS J11362-3745 ,-1,11 36 13.3,-37 45 22
1376,UGC 10639        ,661434951593,16 59 08.8,+28 59 31
1377,IC 5287          ,661431602809,23 09 20.3,+00 45 22
1378,F 1146           ,-1,08 38 30.8,-35 59 33
1379,NGC 7104         ,566936048662,21 40 03.2,-22 25 28
1380,SDSS J16055+1748 ,661426578548,16 05 31.8,+17 48 26
1381,SDSS J22052-0107 ,-1,22 05 15.4,-01 07 33
1382,MARK  789        ,661431239245,13 32 24.1,+11 06 21
1383,F  427           ,-1,10 09 48.2,-42 48 40
1384,Q 1344+4635      ,42949916958,13 46 56.1,+46 20 25
1385,ESO 308-G05      ,661434591035,06 25 16.7,-37 48 04
1386,HS 1057+4632     ,8590551740,11 00 16.1,+46 16 15
1387,SDSS J16018+0248 ,661426174068,16 01 51.5,+02 48 09
1388,3C 120           ,661430830330,04 33 11.1,+05 21 15
1389,ESO 122-IG16     ,627065593042,07 12 03.2,-60 30 30
1390,NVSS J17003-0219 ,-1,17 00 23.1,-02 19 31
1391,Q 1619+3752      ,661434926484,16 21 42.5,+37 45 36
1392,MARK  567        ,360778024714,01 19 18.1,+04 34 42
1393,SDSS J16407+4316 ,661427191611,16 40 45.6,+43 16 56
1394,NPM1G+41.0408    ,42950112046,15 47 44.1,+41 24 08
1395,NVSS J13117-3033 ,-1,13 11 43.0,-30 33 44
1396,NGC 7620         ,180389608759,23 20 05.6,+24 13 17
1397,MARK  817        ,661436966717,14 36 22.1,+58 47 40
1398,ESO 012-G21      ,661430666992,00 40 47.9,-79 14 27
1399,ESO 367-G05      ,661430920237,07 13 31.0,-36 14 19
1400,ESO 602-G31      ,575526293030,22 36 56.0,-22 13 15
1401,UM 614           ,386548012321,13 49 52.8,+02 04 45
1402,SDSS J12082+5123 ,661434962316,12 08 15.9,+51 23 25
1403,ESO 354-G04      ,609885962775,01 51 42.0,-36 11 17
1404,RXS J00057-5007  ,-1,00 05 43.0,-50 06 55
1405,SDSS J10004+0042 ,661426106124,10 00 24.3,+00 42 16
1406,PKS 2158-380     ,661431559848,22 01 17.0,-37 46 23
1407,SDSS J03372-0717 ,-1,03 37 13.4,-07 17 18
1408,MCG -05.49.010   ,-1,20 58 25.0,-31 28 17
1409,RXS J06021+2828  ,128849250022,06 02 10.7,+28 28 18
1410,NVSS J13261-2649 ,-1,13 26 10.6,-26 49 36
1411,MCG -05.01.013   ,-1,23 57 27.8,-30 27 40
1412,IRAS 05100-2425  ,661430852602,05 12 09.1,-24 21 56
1413,NGC  427         ,472446797200,01 12 19.2,-32 03 44
1414,WAS  2           ,171798699622,09 46 00.3,+22 22 48
1415,SDSS J09578-0012 ,-1,09 57 49.5,-00 12 40
1416,Zw 300.062       ,-1,17 43 15.2,+62 50 34
1417,SDSS J13584+6515 ,85899706306,13 58 28.2,+65 15 46
1418,MCG +12.10.067   ,25770547105,10 44 08.4,+70 24 19
1419,IC 1471          ,661431602458,23 08 44.8,-12 38 21
1420,MCG +04.22.042   ,188979095334,09 23 43.1,+22 54 33
1421,Zw 523.037       ,34360697087,02 25 27.4,+37 10 28
1422,MCG +06.26.012   ,103080262389,11 39 13.9,+33 55 51
1423,SDSS J14531+0332 ,472447460228,14 53 07.3,+03 32 17
1424,MCG -02.08.038   ,-1,03 00 04.3,-10 49 28
1425,MARK  417        ,171799292942,10 49 30.9,+22 57 52
1426,KISSB   49       ,661430600375,11 09 29.2,+28 41 29
1427,Q 1257+3752      ,661434920595,12 59 45.6,+37 36 46
1428,Q 1104+4641      ,128850153156,11 07 44.0,+46 25 02
1429,SDSS J01190+0037 ,661434927846,01 19 05.2,+00 37 45
1430,NPM1G-18.0386    ,661431137132,11 45 40.5,-18 27 16
1431,MARK  501        ,661431983516,16 53 52.2,+39 45 36
1432,2MASS J00414+1343,661426471256,00 41 25.3,+13 43 35
1433,ESO 504-G13      ,661425735690,11 43 20.8,-27 36 00
1434,UGC 10244        ,51540379697,16 09 55.5,+43 07 45
1435,AKN  120         ,661431919194,05 16 11.4,-00 09 00
1436,HS 1526+3729     ,120259390239,15 28 12.3,+37 19 17
1437,NVSS J13372-2202 ,-1,13 37 16.4,-22 02 58
1438,IC 505           ,661430407712,08 23 21.7,+04 22 21
1439,II SZ 10         ,-1,13 13 05.8,-11 07 41
1440,MARK  382        ,68720408608,07 55 25.3,+39 11 10
1441,UGC   793        ,463856617507,01 14 48.6,-00 29 45
1442,IRAS 07453+5605  ,661427388755,07 49 24.5,+55 58 14
1443,NVSS J13309-2802 ,-1,13 30 59.5,-28 02 26
1444,Q 0429+0224      ,661434926389,04 31 59.7,+02 31 05
1445,UM 163           ,661434889828,23 30 32.3,-02 27 46
1446,FIRST J13311+4146,661431238066,13 31 11.0,+41 46 31
1447,SDSS J16164+5156 ,146029915535,16 16 24.7,+51 56 59
1448,MARK  471        ,111669481009,14 22 55.3,+32 51 03
1449,SBS 0927+493     ,85900820588,09 31 06.7,+49 04 48
1450,SDSS J17173+6417 ,661427470749,17 17 23.8,+64 17 23
1451,3C 317.0         ,661431331397,15 16 44.5,+07 01 17
1452,ESO 486-G29      ,515396644535,05 07 35.2,-23 04 00
1453,HS 1656+3927     ,661434611245,16 58 15.5,+39 23 29
1454,SDSS J10171-0010 ,-1,10 17 06.9,-00 10 33
1455,NGC 5940         ,661431934255,15 31 18.1,+07 27 27
1456,NVSS J05144-2802 ,-1,05 14 25.7,-28 02 05
1457,IC 4253          ,386547650763,13 27 32.4,-27 52 19
1458,KUG 1624+351     ,111670607320,16 26 36.5,+35 02 42
1459,IRAS 08173-0046  ,274878824533,08 19 53.4,-00 56 16
1460,KUG 1315+340B    ,8590856226,13 18 05.4,+33 49 36
1461,SDSS J13371+0207 ,386548016474,13 37 07.3,+02 07 54
1462,ESO 545-G13      ,429497801328,02 24 40.6,-19 08 30
1463,TOL 1059+105     ,360778269255,11 01 57.9,+10 17 39
1464,ESO 509-G66      ,549756934381,13 34 39.7,-23 26 47
1465,IRAS 04298-3906  ,661425669861,04 31 35.2,-38 59 54
1466,GSC 6714 00714   ,661425757680,13 33 08.3,-23 32 37
1467,KISSR 2022       ,111669380463,15 46 24.0,+43 17 15
1468,MARK  298        ,661431367249,16 05 36.8,+17 48 07
1469,PKS 0518-45      ,661430857610,05 19 49.6,-45 46 44
1470,SDSS J08590+0137 ,661434878363,08 59 03.6,+01 37 41
1471,SDSS J01402+1452 ,661434707166,01 40 16.5,+14 52 03
1472,NGC 7733         ,661425576690,23 42 33.0,-65 57 24
1473,SDSS J14427+0119 ,274878561040,14 42 42.6,+01 19 10
1474,MARK 1408        ,60130621183,07 35 35.5,+56 02 50
1475,H 0557-385       ,661431844040,05 58 02.1,-38 20 05
1476,NVSS J09175-3339 ,-1,09 17 34.4,-33 39 20
1477,KISSR  726       ,661426887506,15 24 42.6,+29 27 01
1478,MARK  700        ,120260228510,17 03 15.8,+31 27 30
1479,Zw 336.041       ,120259321366,14 06 46.9,+71 53 22
1480,ESO 404-IG42NE   ,-1,22 13 17.8,-37 00 55
1481,MARK  871        ,266288556870,16 08 36.3,+12 19 51
1482,MARK 1103        ,661434644122,15 57 23.9,+41 31 54
1483,IRAS 10057-3343  ,575525742980,10 07 59.0,-33 58 06
1484,WAS 96           ,661434876328,15 11 01.3,+31 28 45
1485,SDSS J03234-0629 ,-1,03 23 29.6,-06 29 43
1486,Zw 162.032       ,231929498057,13 56 25.4,+28 31 34
1487,RXS J16181+3619  ,103080339755,16 18 09.3,+36 19 57
1488,SDSS J16587+3848 ,661427101574,16 58 44.7,+38 48 32
1489,WPVS 85          ,549755860978,13 58 24.6,-38 09 17
1490,IRAS 20253-8152  ,266288909453,20 34 05.6,-81 42 31
1491,UGC  1098        ,197568602474,01 32 16.2,+21 24 38
1492,NVSS J06260-3700 ,-1,06 26 02.5,-37 00 20
1493,KAZ 320          ,163209210108,22 59 33.0,+24 55 06
1494,MARK  699        ,146030198227,16 23 45.9,+41 04 56
1495,IRAS 10201-3601  ,661431062555,10 22 24.9,-36 17 02
1496,SDSS J12070+0906 ,274878651316,12 07 04.8,+09 06 47
1497,KUG 1302+181     ,180388966567,13 04 59.0,+17 54 54
1498,MCG +00.27.015   ,-1,10 26 51.9,-03 27 53
1499,NPM1G-17.0467    ,386547359168,21 53 05.6,-16 53 38
1500,SDSS J11050+5941 ,128850210111,11 05 02.0,+59 41 04
1501,Q 1116+4755      ,661434642934,11 18 49.2,+47 39 07
1502,SDSS J14490+0226 ,661434638357,14 49 02.6,+02 26 11
1503,Zw 497.016       ,120259619509,23 25 21.6,+28 51 23
1504,MCG -01.06.037   ,-1,02 04 05.9,-08 07 30
1505,UGC  6393        ,661427006745,11 22 53.6,+34 20 26
1506,SDSS J14003+0502 ,188979407653,14 00 18.4,+05 02 42
1507,SDSS J07467+4256 ,661435040176,07 46 45.9,+42 56 02
1508,SDSS J14450+0124 ,223339659736,14 45 00.2,+01 24 30
1509,Q 0737+5624      ,661434926403,07 41 48.0,+56 17 49
1510,RX J17177+6431   ,661434963719,17 17 47.5,+64 31 41
1511,ESO 578-G09      ,429497038440,13 56 36.7,-19 31 44
1512,SDSS J15081+0114 ,274878511783,15 08 09.7,+01 14 57
1513,SDSS J08508+0115 ,661435046318,08 50 52.9,+01 15 00
1514,Q 1336+3753      ,661434926467,13 38 57.4,+37 38 45
1515,SDSS J07351+3933 ,661434928848,07 35 06.4,+39 33 00
1516,SDSS J03110-0825 ,-1,03 11 00.8,-08 25 27
1517,IRAS 04361-1430  ,661425820978,04 38 28.3,-14 24 38
1518,SDSS J08531+0214 ,317828776224,08 53 09.5,+02 14 47
1519,GSC 6438 00439   ,661425757440,03 02 13.2,-23 35 20
1520,SDSS J17012+3933 ,34359800117,17 01 12.4,+39 33 09
1521,UGC  4211        ,352188124881,08 04 46.4,+10 46 34
1522,MCG -02.57.008   ,-1,22 29 55.4,-08 16 45
1523,MARK  248        ,103080647906,13 15 17.3,+44 24 25
1524,UGC 10082S       ,-1,15 54 19.0,+12 07 31
1525,RXS J08189-2252  ,-1,08 18 57.7,-22 52 36
1526,MARK  661        ,154619698933,13 32 13.7,+26 57 00
1527,HS 1047+3714     ,171799907181,10 50 02.8,+36 58 29
1528,RXS J03000+1630  ,257698174083,03 00 08.0,+16 30 14
1529,SDSS J10187+3450 ,661434979860,10 18 46.1,+34 50 01
1530,MARK  110        ,661432004123,09 25 12.9,+52 17 11
1531,NGC 1229         ,386547857186,03 08 10.8,-22 57 39
1532,TEX 2149-084     ,-1,21 52 26.1,-08 10 25
1533,NGC 3080         ,661431042887,09 59 55.8,+13 02 40
1534,Zw 212.045       ,25770908944,10 44 39.1,+38 45 35
1535,MARK  618        ,283469081569,04 36 22.2,-10 22 35
1536,SDSS J11409+2307 ,180389249047,11 40 54.1,+23 07 44
1537,IGR J18027-1455  ,661431893834,18 02 47.3,-14 54 54
1538,NPM1G-16.0553    ,360777415399,21 54 56.6,-16 22 32
1539,IRAS 22116-0042  ,661426052859,22 14 10.9,-00 28 03
1540,XSS J05054-2348  ,420907617199,05 05 45.7,-23 51 14
1541,SDSS J14583+0454 ,266288184771,14 58 19.6,+04 54 52
1542,AKN   81         ,661434589396,02 23 22.0,+32 11 49
1543,SDSS J17010+3812 ,661427089424,17 01 02.1,+38 12 29
1544,IGR J16185-5928  ,661425592465,16 18 36.4,-59 27 18
1545,NGC 7749         ,661431630851,23 45 47.6,-29 31 03
1546,SDSS J03065-0838 ,-1,03 06 31.6,-08 38 06
1547,F 1041           ,-1,23 17 30.2,-42 47 06
1548,MCG -01.13.051   ,-1,05 04 25.8,-08 22 58
1549,MCG -06.16.002   ,-1,06 50 54.4,-35 20 56
1550,ESO 479-G030     ,455267255265,02 44 02.9,-26 11 11
1551,                 ,661426849925,11 16 53.4,+27 58 23
1552,MARK  291        ,206159351099,15 55 08.0,+19 11 33
1553,MARK  955        ,661426087145,00 37 35.8,+00 16 51
1554,NPM1G-15.0192    ,395137050226,03 34 24.5,-15 13 40
1555,HE 0535-4224     ,455266768453,05 37 33.0,-42 22 30
1556,NVSS J04547-3241 ,-1,04 54 45.0,-32 41 34
1557,NGC 6264         ,661426846673,16 57 16.1,+27 50 59
1558,MARK 1102        ,661434644121,15 57 10.5,+41 32 36
1559,NPM1G-20.0432    ,661434664391,13 57 19.3,-20 37 07
1560,Zw 429.005       ,369368058737,22 25 35.1,+11 40 11
1561,SDSS J15426+2252 ,661434617839,15 42 41.8,+22 52 53
1562,ESO 253-G08      ,231928403126,05 30 34.2,-45 07 06
1563,ESO 351-G025     ,661425680860,00 58 22.2,-36 39 37
1564,RXS J02595-2422  ,-1,02 59 30.4,-24 22 54
1565,MARK  509        ,661431898338,20 44 09.7,-10 43 24
1566,Arp 107A         ,661426902961,10 52 15.0,+30 03 28
1567,SDSS J16292+4254 ,661427184517,16 29 17.5,+42 54 40
1568,SDSS J17172+6415 ,385321,17 17 15.7,+64 15 40
1569,NGC 1692         ,661430842951,04 55 23.7,-20 34 17
1570,WPVS 97          ,609885844631,14 55 53.0,-35 48 22
1571,SDSS J14209+0352 ,532576473157,14 20 56.5,+03 52 17
1572,IRAS L13556+6951 ,661427498120,13 56 47.4,+69 37 11
1573,A 0335+09        ,661430798925,03 38 40.5,+09 58 12
1574,SDSS J23093-0026 ,-1,23 09 20.5,-00 26 32
1575,SDSS J23386-0028 ,-1,23 38 37.0,-00 28 10
1576,MARK  670        ,661434617659,14 14 15.3,+26 44 51
1577,NVSS J06244-3717 ,-1,06 24 24.5,-37 17 24
1578,IRAS 23226-3843  ,661431843838,23 25 24.3,-38 26 50
1579,NPM1G-15.049     ,300648724800,12 39 06.3,-16 10 48
1580,MARK  841        ,335008136646,15 04 01.2,+10 26 16
1581,MARK 1098        ,-1,15 29 40.5,+30 29 08
1582,SDSS J09101+5154 ,111669646438,09 10 06.6,+51 54 44
1583,MARK  991        ,85900091898,01 24 45.0,+32 09 56
1584,ESO 319-G12      ,-1,11 19 01.2,-40 00 31
1585,IGR J15161-3827  ,661425672653,15 15 59.7,-38 25 47
1586,B 272            ,661434889104,13 03 54.6,+37 14 03
1587,SDSS J14140+2633 ,188979043975,14 14 05.0,+26 33 36
1588,MCG -02.16.004   ,-1,06 12 34.8,-14 15 28
1589,NVSS J09257-2812 ,-1,09 25 45.7,-28 12 34
1590,NPM1G-01.0451    ,661428682820,15 10 06.3,-01 55 22
1591,SDSS J08561+5246 ,661434876349,08 56 07.7,+52 46 20
1592,MD 53            ,661426924734,01 34 38.4,+30 54 47
1593,MCG -06.15.018   ,-1,06 41 37.4,-34 44 29
1594,NVSS J05310-3321 ,-1,05 31 04.0,-33 21 15
1595,KUG 0745+560     ,60130413556,07 49 58.4,+55 55 28
1596,1ES 2055+298     ,-1,20 58 01.2,+30 02 44
1597,SDSS J17004+3821 ,128849661808,17 00 24.4,+38 21 06
1598,TEX 0554+534     ,661427356637,05 58 11.8,+53 28 18
1599,SDSS J03229+0003 ,661430787888,03 22 58.0,+00 03 15
1600,SDSS J15172+0322 ,661426189675,15 17 14.9,+03 22 04
1601,2E 0351+0240     ,266288620696,03 54 09.4,+02 49 31
1602,NPM1G-14.0181    ,661430799299,03 39 06.7,-14 36 40
1603,NPM1G+39.0437    ,34359763437,17 14 09.2,+39 29 53
1604,SDSS J14096+3729 ,8590778883,14 09 41.7,+37 29 05
1605,SDSS J15111+0412 ,661426213183,15 11 08.2,+04 12 14
1606,MARK  673        ,661426820633,14 17 20.8,+26 51 25
1607,SDSS J03234-0034 ,-1,03 23 25.9,-00 34 18
1608,UM 653           ,661426013680,14 16 15.6,-01 27 52
1609,SDSS J14250+0313 ,309237839284,14 25 05.5,+03 13 59
1610,MCG -05.49.012   ,-1,21 02 23.8,-28 10 29
1611,SDSS J10019+0246 ,661426173316,10 01 57.7,+02 46 31
1612,SBS 1127+575     ,68720692255,11 30 03.4,+57 18 29
1613,SDSS J03435-0735 ,-1,03 43 30.2,-07 35 06
1614,NPM1G+08.0402    ,154619352861,15 24 12.6,+08 32 41
1615,MARK  728        ,292058632659,11 01 01.8,+11 02 50
1616,NVSS J13345-2334 ,-1,13 34 30.7,-23 34 20
1617,MARK 1392        ,240519504366,15 05 56.6,+03 42 26
1618,SDSS J03457-0000 ,257699174990,03 45 48.0,-00 00 26
1619,NPM1G+07.0281    ,661426286179,12 00 57.9,+06 48 23
1620,MARK 1147        ,661434661067,00 48 34.1,+10 20 18
1621,MCG -02.12.050   ,-1,04 38 14.1,-10 47 45
1622,CG   64          ,120260161087,10 41 20.4,+31 40 39
1623,RXS J11241+0612  ,266288144808,11 24 08.7,+06 12 53
1624,SDSS J15242+0451 ,188979435390,15 24 16.7,+04 51 18
1625,NPM1G-20.0253    ,532577083358,09 16 53.9,-20 57 35
1626,MARK 1055        ,661434661847,02 48 18.6,-08 57 38
1627,XBS J23040+0315  ,309237842569,23 04 01.2,+03 15 18
1628,SDSS J09453-0018 ,-1,09 45 19.1,-00 18 22
1629,SDSS J11570+5249 ,77309540933,11 57 04.9,+52 49 03
1630,NVSS J05361-3204 ,-1,05 36 08.8,-32 04 35
1631,SDSS J14175+0349 ,661426202618,14 17 31.9,+03 49 48
1632,MARK  504        ,77310897143,17 01 07.8,+29 24 25
1633,Q 1450+4745      ,661434876857,14 51 55.0,+47 33 27
1634,IC 1725          ,163209472705,01 44 50.0,+21 52 57
1635,Q 1304+4753      ,661434922304,13 06 52.2,+47 37 24
1636,SDSS J13276+0026 ,661426094839,13 27 38.1,+00 26 54
1637,IRAS 04318-1455  ,292058611235,04 34 07.6,-14 49 46
1638,SDSS J14474+0101 ,661434611920,14 47 28.6,+01 01 33
1639,MCG -03.01.002   ,-1,23 56 47.8,-16 30 34
1640,SBS 1218+550     ,68720031679,12 21 19.7,+54 49 23
1641,NVSS J10260-2651 ,-1,10 26 01.3,-26 51 52
1642,NVSS J05298-3031 ,-1,05 29 52.3,-30 31 32
1643,IRAS 03362-1641  ,661430798814,03 38 34.5,-16 32 16
1644,UGC   524        ,77310941117,00 51 35.0,+29 24 04
1645,1H 1739-126      ,-1,17 41 55.3,-12 11 57
1646,MCG +09.11.023   ,-1,06 41 09.6,+53 17 23
1647,IRAS 04576+0912  ,661426353894,05 00 20.8,+09 16 56
1648,IGR J23308+7120  ,661427502554,23 30 37.7,+71 22 46
1649,Zw 303.017       ,661430353966,20 07 50.8,+59 38 11
1650,SDSS J15114+0409 ,188979819190,15 11 26.8,+04 09 53
1651,SDSS J03246-0025 ,-1,03 24 38.1,-00 25 19
1652,MCG -01.22.028   ,-1,08 36 09.4,-07 03 17
1653,SDSS J03304+0016 ,661430792604,03 30 25.3,+00 16 25
1654,MCG -03.02.027   ,-1,00 38 18.4,-14 50 07
1655,SDSS J14448+0021 ,661426091049,14 44 52.1,+00 21 57
1656,MARK 1143        ,214749706446,00 42 33.9,+03 15 23
1657,MARK  477        ,68720358029,14 40 38.1,+53 30 15
1658,MARK  299        ,661434644218,16 05 47.1,+17 18 28
1659,SDSS J02140-0016 ,-1,02 14 05.9,-00 16 37
1660,NVSS J21126-2307 ,-1,21 12 39.7,-23 07 27
1661,SDSS J02423-0110 ,-1,02 42 22.9,-01 10 08
1662,Q 1615+3752      ,661434920628,16 17 15.3,+37 45 40
1663,SDSS J15482+4500 ,661427223502,15 48 14.8,+45 00 27
1664,KISSR  308       ,661435085698,13 33 34.9,+29 49 21
1665,ESO 273-IG04     ,661425647598,14 48 42.5,-43 55 52
1666,HS 1024+3648     ,17181119684,10 27 49.9,+36 33 35
1667,NPM1G-18.0494    ,661425792986,20 00 55.7,-18 10 28
1668,ESO 141-G55      ,644245999752,19 21 14.3,-58 40 13
1669,SDSS J23433+0026 ,661434643326,23 43 18.0,+00 26 32
1670,US  483          ,77310940351,13 16 03.9,+29 22 54
1671,Q J0642-5038     ,-1,06 42 00.6,-50 38 05
1672,SDSS J03178+0113 ,223339584889,03 17 49.4,+01 13 37
1673,2QZ J104219-0152 ,-1,10 42 20.0,-01 52 24
1674,WPVS 48          ,661431855978,09 59 42.6,-31 12 59
1675,NVSS J09167-2420 ,-1,09 16 46.7,-24 20 41
1676,MS 04124-0802    ,377958247505,04 14 52.7,-07 55 40
1677,NGC 5098W        ,661430512725,13 20 14.6,+33 08 39
1678,XBS J14010-1112  ,-1,14 01 01.8,-11 12 22
1679,NGC  118         ,403727134601,00 27 16.2,-01 46 47
1680,SDSS J09046+5536 ,111669578802,09 04 36.9,+55 36 02
1681,Zw 350.032       ,17180969182,09 50 18.6,+75 44 53
1682,MARK  273        ,60130445383,13 44 42.1,+55 53 13
1683,UGC  7135        ,661427206683,12 09 17.6,+44 05 25
1684,Q 1456+4635      ,661434926470,14 58 06.7,+46 23 42
1685,CDFS J02262-0422 ,-1,02 26 12.3,-04 22 51
1686,UM 654           ,300648484201,14 16 19.7,-01 25 18
1687,MARK 1144        ,661434661038,00 42 37.3,+03 14 23
1688,SDSS J23434-0001 ,-1,23 43 28.3,-00 01 48
1689,NGC 7018         ,661430582584,21 07 24.7,-25 25 57
1690,SDSS J16020+5233 ,111670159609,16 02 05.5,+52 33 17
1691,NGC 1071         ,661425874496,02 43 07.8,-08 46 26
1692,Q 1257+4643      ,661434926459,13 00 02.9,+46 27 10
1693,Q 0718+5622      ,661434926401,07 22 59.9,+56 16 17
1694,MCG +00.39.009   ,-1,15 10 29.6,-02 10 07
1695,NGC 4135         ,77309483554,12 09 08.8,+44 00 11
1696,Q 2232+0215      ,661434926516,22 34 43.7,+02 31 21
1697,SDSS J13234+0034 ,-1,13 23 25.0,+00 34 13
1698,SDSS J09103+5208 ,661427337426,09 10 21.0,+52 08 03
1699,Zw 241.091       ,111670487124,11 10 15.5,+46 26 29
1700,SDSS J02405-0832 ,-1,02 40 35.7,-08 32 51
1701,Q 1536+4636      ,661434926477,15 37 41.9,+46 26 37
1702,UM  11           ,352188345404,23 53 18.8,+03 43 04
1703,2E 1615+0611     ,249108712055,16 17 45.7,+06 03 54
1704,Q J04258-0833    ,-1,04 25 52.4,-08 33 34
1705,MARK  486        ,137439167422,15 36 38.3,+54 33 33
1706,Q 1530+4747      ,661434926475,15 32 11.3,+47 37 37
1707,Q 0007+0217      ,661434926361,00 09 39.8,+02 34 18
1708,RXS J10291+2729  ,214748642181,10 29 01.7,+27 28 50
1709,MARK   78        ,661432020124,07 42 41.7,+65 10 37
1710,Zw 013.103       ,-1,12 12 48.3,-02 43 28
1711,SDSS J15281+0357 ,661437406537,15 28 08.5,+03 57 28
1712,MCG -04.14.021   ,-1,05 45 22.1,-25 47 30
1713,SDSS J01301+1317 ,472446559705,01 30 06.2,+13 17 02
1714,SDSS J10429-0106 ,-1,10 42 56.3,-01 06 10
1715,NGC 1489         ,661425785407,03 57 38.2,-19 12 59
1716,SDSS J15137+0421 ,188979256737,15 13 43.3,+04 21 43
1717,SDSS J15155+0245 ,197569191295,15 15 30.7,+02 45 03
1718,Q 1341+4748      ,661434710320,13 43 13.1,+47 33 32
1719,Zw 006.023       ,455267051170,09 16 13.8,+00 42 02
1720,NVSS J13581-2401 ,-1,13 58 08.9,-24 01 27
1721,SDSS J03534+0050 ,661428698000,03 53 26.2,+00 50 30
1722,MCG+09.16.047C   ,661427361404,09 47 16.1,+53 49 45
1723,MARK  539        ,661434611587,23 43 57.6,+02 44 43
1724,ESO 422-G28      ,661430848745,05 05 49.2,-28 35 19
1725,SDSS J03205-0020 ,-1,03 20 33.7,-00 20 20
1726,MCG -05.09.008   ,-1,03 29 55.8,-28 46 03
1727,NVSS J06198-3034 ,-1,06 19 50.9,-30 34 13
1728,SDSS J03351-0052 ,-1,03 35 07.2,-00 52 37
1729,SDSS J13078+0311 ,661426184789,13 07 50.8,+03 11 40
1730,SDSS J16338+3553 ,137440132936,16 33 48.9,+35 53 18
1731,MARK  883        ,180389072538,16 29 52.8,+24 26 39
1732,NVSS J06155-1718 ,-1,06 15 32.5,-17 18 43
1733,ESO 323-G87      ,506806489611,13 09 34.6,-38 04 14
1734,KUG 1618+410     ,42950022109,16 19 51.3,+40 58 47
1735,NVSS J04211-0645 ,-1,04 21 09.2,-06 45 03
1736,NVSS J14424-3523 ,-1,14 42 24.4,-35 23 53
1737,TOL 0611-379     ,661431844318,06 13 28.5,-37 59 49
1738,IRAS 05595-5756  ,609886083138,06 00 21.7,-57 56 19
1739,ESO 383-G69      ,661431251078,13 44 48.3,-36 04 28
1740,ESO 326-G12      ,661434591992,14 14 21.8,-38 27 34
1741,RXS J06225-2317  ,-1,06 22 33.4,-23 17 42
1742,NVSS J15175-3957 ,-1,15 17 34.1,-39 57 10
1743,NVSS J12109-2604 ,-1,12 10 54.0,-26 04 07
1744,ESO 327-G35      ,661425669162,14 58 04.7,-39 09 27
1745,SNU J15335+0513  ,661426241663,15 33 34.7,+05 13 11
1746,MARK  287        ,661427507409,14 35 38.3,+73 31 52
1747,NVSS J11450-3258 ,-1,11 45 03.5,-32 58 23
1748,MCG +08.12.003   ,-1,06 12 44.7,+47 30 53
1749,ESO 254-G17      ,257698235093,06 06 35.8,-47 29 56
1750,NVSS J13470-3518 ,-1,13 47 01.3,-35 18 51
1751,SDSS J10516-0107 ,-1,10 51 38.4,-01 07 34
1752,RXS J10292+2729  ,231928865687,10 29 13.0,+27 29 57
1753,SDSS J02475-0704 ,-1,02 47 32.9,-07 03 59
1754,IGR J14471-6319  ,575526427728,14 47 14.8,-63 17 19
1755,ESO 325-IG22     ,661425655549,13 48 15.1,-42 10 22
1756,Q 1645+4745      ,661434922316,16 46 41.1,+47 39 50
1757,NPM1G+08.0555    ,188979291521,23 22 43.9,+08 21 37
1758,NPM1G-15.0301    ,661431002828,09 11 11.1,-16 09 15
1759,SDSS J09078+5234 ,661434964438,09 07 53.3,+52 34 34
1760,MARK 1179        ,188979110060,02 33 22.4,+27 56 13
1761,Zw 162.038A      ,661434881228,13 58 35.1,+28 50 52
1762,MARK  596        ,506806759125,02 42 52.0,+07 35 53
1763,SDSS J09212+1017 ,360778267232,09 21 15.5,+10 17 41
1764,ESO 383-G73      ,661431251445,13 45 13.5,-33 40 44
1765,SDSS J11005+0206 ,386548011404,11 00 32.5,+02 06 57
1766,FIRST J17254+3726,661427073806,17 25 27.3,+37 26 31
1767,ESO 505-IG031    ,661425743657,12 17 00.0,-26 12 36
1768,NVSS J06010-2611 ,-1,06 01 05.7,-26 11 09
1769,ESO 328-G16      ,661434599587,15 06 08.1,-39 55 04
1770,NVSS J14077-3251 ,-1,14 07 44.4,-32 51 59
1771,MARK  549        ,240518258007,00 21 53.8,-01 36 36
1772,RXS J22027-1304  ,-1,22 02 45.1,-13 04 53
1773,SDSS J13141-0026 ,-1,13 14 08.6,-00 26 28
